post_id,platform,post_type,day_of_week,post_hour,hashtag_count,caption_length,followers_count,is_paid_promotion,ad_spend_usd,video_duration_sec,impressions,likes,comments,shares,total_engagements,engagement_rate_pct
1913,TikTok,Carousel,Monday,12,6,123.0,57278,0,0.0,0,62068,1669,176,414,2259,3.7
1914,Facebook,Carousel,Monday,0,12,35.0,12882,0,0.0,0,1891,22,2,7,31,1.72
1915,Facebook,Video,Saturday,4,0,10.0,17033,1,15.38,175,13191,184,21,18,223,2.02
1916,LinkedIn,Video,Wednesday,4,5,211.0,12744,0,0.0,80,1586,15,2,2,19,1.29
1917,TikTok,Video,Thursday,13,12,161.0,522,0,0.0,23,293,7,0,0,7,3.7
1918,Twitter/X,Image,Monday,22,10,71.0,78058,0,0.0,0,11495,72,11,27,110,1.0
1919,Facebook,Video,Tuesday,13,9,293.0,22927,0,0.0,150,5376,72,7,12,91,1.73
1920,Facebook,Image,Monday,7,10,144.0,19202,0,0.0,0,2437,15,3,5,23,1.01
1921,LinkedIn,Image,Thursday,3,9,17.0,12482,1,103.71,0,1313,9,0,1,10,1.13
1922,Instagram,Reel/Short,Friday,6,7,156.0,15990,1,52.61,133,12404,318,57,32,407,3.46
1923,Twitter/X,Carousel,Friday,19,6,113.0,6925,0,0.0,0,2102,18,1,2,21,1.2
1924,Facebook,Text,Saturday,18,3,153.0,26324,0,0.0,0,3988,29,2,6,37,0.96
1925,LinkedIn,Video,Wednesday,14,0,208.0,3172,1,196.92,145,1348,9,1,3,13,1.15
1926,Instagram,Video,Thursday,21,0,25.0,16394,0,0.0,113,9037,164,14,31,209,2.72
1927,Twitter/X,Image,Saturday,3,3,64.0,24778,0,0.0,0,2909,17,2,6,25,0.97
1928,Facebook,Image,Sunday,18,4,25.0,10737,1,1.42,0,5135,48,10,6,64,1.34
1929,Twitter/X,Image,Monday,8,11,249.0,20089,1,61.62,0,4998,34,2,9,45,1.05
1930,Instagram,Text,Sunday,20,6,77.0,4489,1,79.37,0,1656,24,3,6,33,2.02
1931,Twitter/X,Carousel,Monday,12,13,80.0,4617,0,0.0,0,1997,18,2,3,23,1.5
1932,Twitter/X,Carousel,Friday,13,3,190.0,17333,0,0.0,0,10095,77,10,6,93,1.25
1933,Twitter/X,Video,Saturday,22,9,82.0,28181,1,155.94,36,14806,207,25,37,269,2.04
1934,Twitter/X,Reel/Short,Friday,13,13,69.0,1698,0,0.0,158,1647,22,4,1,27,1.76
1935,LinkedIn,Image,Tuesday,21,11,294.0,23723,1,245.08,0,8779,145,9,42,196,2.13
1936,TikTok,Image,Sunday,9,0,60.0,7350,0,0.0,0,5505,74,11,22,107,1.69
1937,Instagram,Video,Sunday,15,10,263.0,10806,1,129.11,72,5086,109,12,31,152,3.14
1938,TikTok,Text,Friday,4,9,194.0,3061,0,0.0,0,1776,9,1,3,13,0.89
1939,Facebook,Reel/Short,Tuesday,22,6,10.0,5235,0,0.0,86,1404,14,2,2,18,1.57
1940,Instagram,Image,Monday,5,1,10.0,38666,0,0.0,0,23048,172,18,15,205,1.02
1941,Instagram,Reel/Short,Saturday,1,12,195.0,13851,1,12.71,159,11430,266,25,89,380,3.72
1942,Facebook,Reel/Short,Tuesday,12,10,152.0,8768,0,0.0,45,7407,131,12,32,175,2.7
1943,LinkedIn,Image,Saturday,12,1,262.0,11752,0,0.0,0,7449,62,8,19,89,1.38
1944,LinkedIn,Video,Sunday,18,7,222.0,22882,1,3.1,98,17857,189,35,56,280,1.52
1945,LinkedIn,Video,Saturday,17,11,94.0,21688,0,0.0,63,4343,27,2,5,34,0.98
1946,Twitter/X,Reel/Short,Sunday,18,9,14.0,12301,0,0.0,155,5331,56,11,7,74,1.7
1947,Facebook,Image,Tuesday,0,9,91.0,44455,0,0.0,0,25296,304,35,93,432,1.77
1948,Instagram,Text,Sunday,7,9,254.0,38851,1,464.38,0,15885,261,54,54,369,2.46
1949,Facebook,Video,Wednesday,21,4,155.0,21051,0,,78,11599,151,19,46,216,1.84
1950,Facebook,Text,Sunday,15,9,117.0,14186,0,0.0,0,4795,26,2,4,32,0.73
1951,Instagram,Video,Friday,1,1,34.0,27530,1,197.26,80,22849,559,133,83,775,3.93
1952,Instagram,Carousel,Tuesday,7,4,132.0,18876,0,0.0,0,20965,264,23,29,316,1.66
1953,Twitter/X,Reel/Short,Monday,5,7,82.0,42910,0,0.0,12,22959,221,39,72,332,1.59
1954,LinkedIn,Reel/Short,Saturday,15,5,59.0,35936,0,0.0,164,15203,191,29,45,265,1.83
1955,TikTok,Reel/Short,Thursday,22,2,38.0,4358,1,85.24,85,4588,88,10,16,114,2.7
1956,TikTok,Image,Tuesday,10,7,109.0,4045,0,0.0,0,4130,88,16,16,120,2.7
1957,Twitter/X,Carousel,Friday,16,14,176.0,6177,1,54.58,0,2691,29,5,6,40,1.55
1958,Facebook,Image,Sunday,22,13,26.0,39095,1,380.29,0,20490,255,53,39,347,1.97
1959,Twitter/X,Video,Saturday,18,8,291.0,2359,0,0.0,13,2222,21,4,3,28,1.35
1960,LinkedIn,Carousel,Wednesday,10,4,109.0,20624,1,21.36,0,7658,42,6,6,54,0.82
1961,Instagram,Video,Monday,7,12,153.0,19906,0,0.0,52,11955,212,18,38,268,2.55
1962,Facebook,Carousel,Wednesday,21,1,276.0,47997,0,0.0,0,33088,213,42,50,305,1.01
1963,TikTok,Reel/Short,Thursday,3,1,280.0,16291,0,0.0,156,19847,412,51,49,512,2.97
1964,Facebook,Image,Tuesday,10,6,176.0,3048,1,65.68,0,366,3,0,0,3,1.57
1965,Twitter/X,Carousel,Saturday,7,0,51.0,4650,0,0.0,0,1830,20,2,3,25,1.47
1966,Twitter/X,Video,Tuesday,8,9,118.0,3640,0,0.0,176,2007,12,2,1,15,0.86
1967,Instagram,Image,Friday,1,11,279.0,7392,0,0.0,0,4456,72,7,29,108,2.64
1968,Facebook,Image,Tuesday,15,1,211.0,10924,0,0.0,0,6019,76,13,6,95,1.63
1969,Facebook,Reel/Short,Monday,5,9,246.0,3707,0,0.0,33,1900,27,3,6,36,1.97
1970,Instagram,Reel/Short,Thursday,20,3,200.0,67354,0,0.0,6,120299,1863,178,238,2279,2.34
1971,Instagram,Reel/Short,Wednesday,20,0,168.0,3109,0,0.0,82,2312,39,8,13,60,2.77
1972,TikTok,Reel/Short,Thursday,18,3,180.0,58730,0,0.0,72,30398,808,163,258,1229,3.66
1973,Instagram,Image,Saturday,7,12,275.0,49201,0,0.0,0,29408,462,54,89,605,2.33
1974,Twitter/X,Video,Tuesday,13,11,114.0,35887,0,0.0,121,19464,257,26,70,353,1.69
1975,Instagram,Carousel,Saturday,23,10,176.0,6228,1,165.75,0,3568,74,10,12,96,3.42
1976,TikTok,Video,Wednesday,15,12,206.0,19471,1,105.38,171,10463,210,45,26,281,3.31
1977,Instagram,Video,Saturday,11,9,172.0,3277,0,0.0,45,3253,70,4,10,84,2.76
1978,Facebook,Video,Friday,4,14,106.0,36388,0,0.0,119,14175,154,14,23,191,1.37
1979,TikTok,Carousel,Thursday,23,4,90.0,12315,1,129.77,0,11402,187,37,40,264,2.72
1980,TikTok,Carousel,Wednesday,23,8,146.0,8516,1,141.36,0,9286,189,23,31,243,2.74
1981,Instagram,Image,Wednesday,18,0,217.0,3476,0,0.0,0,3601,74,9,15,98,3.19
1982,TikTok,Video,Sunday,17,11,55.0,875,0,0.0,26,672,20,3,5,28,4.2
1983,Facebook,Carousel,Wednesday,8,4,116.0,4262,0,0.0,0,2025,23,4,2,29,1.49
1984,Facebook,Carousel,Sunday,1,1,275.0,45436,0,0.0,0,20090,229,53,19,301,1.84
1985,Instagram,Image,Monday,19,8,69.0,8577,0,0.0,0,9901,185,22,42,249,2.9
1986,Instagram,Text,Sunday,11,5,187.0,11089,1,146.31,0,6809,68,15,15,98,1.65
1987,LinkedIn,Image,Thursday,1,1,14.0,27477,0,0.0,0,6162,19,3,1,23,0.52
1988,Facebook,Video,Saturday,9,13,238.0,97366,1,102.09,26,21090,245,26,31,302,1.92
1989,Facebook,Text,Sunday,0,2,248.0,57383,1,468.82,0,7830,58,8,11,77,0.98
1990,LinkedIn,Carousel,Wednesday,3,13,271.0,4584,1,24.02,0,1179,6,0,0,6,0.78
1991,LinkedIn,Image,Thursday,11,7,122.0,1576,1,106.38,0,496,2,0,0,2,0.69
1992,Instagram,Carousel,Sunday,8,0,148.0,179077,1,64.13,0,160124,3208,522,358,4088,2.65
1993,Twitter/X,Carousel,Sunday,3,11,205.0,162087,0,0.0,0,50804,520,96,40,656,1.47
1994,Instagram,Text,Wednesday,8,2,243.0,16437,1,14.0,0,7379,39,3,7,49,0.78
1995,LinkedIn,Text,Friday,5,12,250.0,3302,1,180.98,0,929,3,0,1,4,0.63
1996,LinkedIn,Carousel,Friday,0,9,12.0,38543,0,0.0,0,14900,141,13,35,189,1.33
1997,TikTok,Video,Sunday,9,0,156.0,11863,1,139.41,77,5685,94,21,18,133,2.67
1998,Instagram,Image,Friday,13,10,215.0,11798,1,63.06,0,9917,217,33,15,265,2.91
1999,Instagram,Image,Tuesday,21,10,162.0,35735,1,19.87,0,28582,457,41,103,601,2.46
2000,Instagram,Video,Wednesday,17,7,62.0,19299,0,0.0,178,21386,404,37,50,491,2.58
2001,Instagram,Carousel,Tuesday,5,0,90.0,3624,0,0.0,0,1892,20,3,5,28,1.49
2002,Instagram,Carousel,Thursday,17,12,59.0,9346,0,0.0,0,5523,89,12,20,121,2.23
2003,TikTok,Image,Tuesday,19,4,205.0,27646,0,0.0,0,27944,510,96,80,686,2.8
2004,Instagram,Image,Thursday,15,3,126.0,23418,0,0.0,0,14631,182,21,17,220,1.91
2005,Instagram,Video,Sunday,14,6,112.0,17822,0,0.0,39,18647,364,54,94,512,2.53
2006,LinkedIn,Image,Thursday,15,13,136.0,37300,1,444.79,0,3698,32,3,8,43,1.44
2007,Facebook,Text,Thursday,7,4,202.0,8974,0,0.0,0,2312,16,2,5,23,1.11
2008,LinkedIn,Image,Saturday,12,7,51.0,16261,0,0.0,0,2966,44,8,6,58,2.06
2009,Instagram,Carousel,Tuesday,22,11,232.0,500,0,0.0,0,244,3,0,0,3,1.83
2010,Facebook,Reel/Short,Saturday,10,13,249.0,8146,0,0.0,129,6080,34,2,3,39,0.84
2011,Instagram,Image,Sunday,6,10,207.0,30955,0,0.0,0,10496,192,39,28,259,2.51
2012,Instagram,Video,Wednesday,16,0,265.0,8695,0,0.0,151,4579,70,6,17,93,2.17
2013,TikTok,Image,Tuesday,17,4,182.0,7999,0,0.0,0,7313,121,24,42,187,2.72
2014,Instagram,Carousel,Wednesday,21,3,28.0,4248,0,0.0,0,4286,82,11,12,105,2.66
2015,Twitter/X,Carousel,Wednesday,22,2,179.0,40283,0,0.0,0,6286,53,5,14,72,1.12
2016,Facebook,Video,Thursday,18,4,278.0,24423,0,0.0,6,16017,293,24,68,385,2.29
2017,Facebook,Carousel,Tuesday,12,9,265.0,33122,0,0.0,0,8895,124,13,24,161,2.31
2018,TikTok,Reel/Short,Wednesday,14,14,290.0,2000,0,0.0,154,1282,19,3,6,28,2.13
2019,Instagram,Image,Friday,22,2,5.0,11198,0,0.0,0,6366,61,12,13,86,1.41
2020,LinkedIn,Image,Wednesday,21,7,90.0,9817,1,185.91,0,1565,14,2,4,20,1.52
2021,TikTok,Reel/Short,Friday,21,12,,9812,1,93.27,105,20752,743,62,153,958,4.95
2022,Twitter/X,Carousel,Tuesday,0,2,35.0,6784,0,0.0,0,1329,8,1,1,10,1.04
2023,TikTok,Reel/Short,Sunday,15,0,202.0,9129,0,0.0,126,13968,326,47,106,479,3.46
2024,Instagram,Carousel,Saturday,4,8,95.0,34016,1,81.45,0,36559,809,116,135,1060,3.4
2025,Facebook,Reel/Short,Tuesday,2,14,20.0,1629,0,0.0,79,1532,26,3,2,31,2.59
2026,Instagram,Video,Saturday,22,8,280.0,94374,1,52.97,87,67545,1523,188,492,2203,3.23
2027,LinkedIn,Text,Saturday,9,5,166.0,22747,1,149.64,0,6651,26,4,8,38,0.6
2028,TikTok,Reel/Short,Tuesday,18,9,196.0,12751,1,82.74,82,26152,838,130,145,1113,4.52
2029,Instagram,Carousel,Wednesday,4,0,155.0,36225,1,129.28,0,12815,194,29,26,249,2.34
2030,LinkedIn,Image,Monday,6,7,117.0,2705,1,123.48,0,758,7,1,1,9,1.28
2031,Instagram,Image,Wednesday,13,1,277.0,6430,0,0.0,0,1802,33,3,2,38,2.4
2032,Twitter/X,Image,Wednesday,2,8,180.0,11693,1,84.02,0,4678,58,9,12,79,1.93
2033,Facebook,Image,Sunday,12,13,153.0,60000,1,17.82,0,36262,414,47,39,500,1.63
2034,TikTok,Video,Thursday,12,7,182.0,12693,1,70.04,87,7790,238,40,55,333,4.19
2035,Twitter/X,Carousel,Thursday,9,2,227.0,21917,0,0.0,0,11728,146,12,11,169,1.75
2036,Facebook,Carousel,Wednesday,1,12,263.0,6984,0,0.0,0,1025,8,0,2,10,1.21
2037,Instagram,Video,Friday,5,4,277.0,22823,1,2.48,19,23768,395,70,100,565,2.29
2038,Instagram,Carousel,Sunday,7,8,193.0,84538,0,0.0,0,19996,216,24,52,292,1.79
2039,Instagram,Image,Saturday,3,12,94.0,39937,1,,0,32465,493,82,62,637,2.26
2040,Instagram,Image,Thursday,11,0,266.0,12214,1,40.65,0,2936,31,6,3,40,1.5
2041,TikTok,Image,Wednesday,14,8,,28086,1,137.89,0,12831,282,47,52,381,3.65
2042,Twitter/X,Carousel,Sunday,7,14,204.0,25216,1,148.66,0,13712,175,17,35,227,1.82
2043,Twitter/X,Image,Monday,6,3,59.0,23324,1,106.84,0,5462,37,4,9,50,0.95
2044,Instagram,Image,Friday,13,3,258.0,45394,0,0.0,0,34805,713,125,47,885,2.73
2045,TikTok,Video,Tuesday,22,14,177.0,45022,1,31.19,103,61006,1178,161,363,1702,3.1
2046,LinkedIn,Reel/Short,Wednesday,18,3,204.0,11615,0,0.0,91,2093,31,4,7,42,1.87
2047,Instagram,Image,Sunday,13,9,106.0,27066,0,0.0,0,32454,449,79,86,614,1.92
2048,LinkedIn,Carousel,Wednesday,21,11,289.0,8765,0,0.0,0,1318,12,1,2,15,1.42
2049,Twitter/X,Carousel,Saturday,12,8,155.0,4839,0,0.0,0,1166,14,2,5,21,1.97
2050,Instagram,Text,Friday,20,13,115.0,9932,0,0.0,0,2051,19,2,5,26,1.33
2051,Facebook,Reel/Short,Thursday,0,5,270.0,12284,0,0.0,53,11551,104,13,33,150,1.16
2052,Facebook,Image,Thursday,18,10,95.0,2147,0,0.0,0,573,6,1,1,8,1.6
2053,Instagram,Image,Thursday,0,7,181.0,34419,1,253.82,0,32558,831,75,262,1168,3.49
2054,TikTok,Reel/Short,Tuesday,3,11,235.0,636,0,0.0,113,1073,30,3,3,36,4.18
2055,TikTok,Video,Sunday,9,13,33.0,264685,0,0.0,15,206514,3840,652,749,5241,2.74
2056,LinkedIn,Carousel,Friday,2,3,199.0,69707,1,29.64,0,26285,117,20,25,162,0.68
2057,Facebook,Carousel,Friday,19,2,243.0,10025,1,3.19,0,7591,80,10,15,105,1.43
2058,Facebook,Carousel,Thursday,8,13,271.0,13498,1,108.56,0,4949,50,9,13,72,1.53
2059,LinkedIn,Reel/Short,Thursday,2,0,218.0,18643,0,0.0,137,3895,31,4,4,39,1.28
2060,Twitter/X,Reel/Short,Saturday,5,9,86.0,6987,1,102.45,168,3324,44,9,14,67,2.0
2061,Instagram,Text,Monday,5,14,132.0,16512,0,0.0,0,8304,61,9,12,82,0.97
2062,Twitter/X,Image,Monday,22,14,266.0,11402,0,0.0,0,5451,58,6,18,82,1.43
2063,TikTok,Reel/Short,Wednesday,11,6,71.0,12043,0,,78,7349,156,21,11,188,3.2
2064,Facebook,Image,Wednesday,22,3,66.0,16311,0,0.0,0,3440,35,5,7,47,1.3
2065,Instagram,Image,Friday,0,13,137.0,3149,0,0.0,0,3043,21,4,4,29,1.13
2066,LinkedIn,Reel/Short,Friday,15,7,141.0,13954,0,0.0,25,1966,6,0,1,7,0.5
2067,Instagram,Image,Tuesday,23,13,32.0,15991,0,0.0,0,12892,102,16,32,150,1.27
2068,Instagram,Image,Tuesday,4,2,215.0,15394,1,1.02,0,3271,31,3,4,38,1.57
2069,Instagram,Image,Monday,8,0,209.0,10536,1,185.53,0,9431,157,19,23,199,2.71
2070,Facebook,Reel/Short,Wednesday,9,4,257.0,46706,0,0.0,50,40658,205,33,53,291,0.69
2071,LinkedIn,Carousel,Monday,12,13,42.0,9054,0,0.0,0,2554,33,2,7,42,1.82
2072,Twitter/X,Carousel,Monday,14,1,47.0,17155,0,0.0,0,2520,20,3,2,25,1.14
2073,Instagram,Image,Wednesday,11,2,121.0,55660,1,47.1,0,32677,627,119,124,870,2.61
2074,TikTok,Text,Sunday,4,13,194.0,12242,0,0.0,0,4077,36,7,6,49,1.2
2075,TikTok,Text,Tuesday,4,5,50.0,16914,0,0.0,0,6341,59,6,17,82,1.47
2076,TikTok,Video,Saturday,17,2,170.0,12015,0,0.0,136,13889,282,48,19,349,2.81
2077,Instagram,Video,Saturday,11,2,207.0,52109,0,0.0,103,24313,491,97,114,702,2.82
2078,Facebook,Image,Saturday,2,11,237.0,10061,0,0.0,0,3467,36,2,7,45,1.34
2079,TikTok,Reel/Short,Wednesday,6,5,249.0,54813,0,0.0,146,76342,1682,237,518,2437,3.41
2080,LinkedIn,Carousel,Thursday,16,4,213.0,11920,1,75.39,0,4563,39,9,14,62,1.41
2081,Instagram,Reel/Short,Thursday,18,9,252.0,5190,1,439.87,132,4122,120,11,22,153,4.02
2082,Instagram,Video,Thursday,17,8,299.0,28206,1,72.42,33,25231,531,101,84,716,2.81
2083,Facebook,Text,Friday,0,0,162.0,9555,0,0.0,0,3112,7,1,0,8,0.36
2084,TikTok,Text,Tuesday,23,12,5.0,26437,0,0.0,0,12727,149,12,24,185,1.64
2085,Twitter/X,Carousel,Tuesday,4,2,221.0,663,1,34.5,0,156,1,0,0,1,1.76
2086,Facebook,Reel/Short,Sunday,1,2,253.0,13436,1,37.2,100,2330,24,2,6,32,1.32
2087,Instagram,Video,Sunday,0,10,73.0,8058,0,0.0,75,9200,146,18,49,213,2.56
2088,LinkedIn,Image,Friday,6,5,34.0,4148,0,0.0,0,1749,11,1,2,14,1.08
2089,TikTok,Carousel,Monday,10,7,119.0,7269,0,0.0,0,7266,109,17,18,144,2.48
2090,Facebook,Text,Sunday,10,2,12.0,7107,0,0.0,0,729,3,0,0,3,0.8
2091,LinkedIn,Carousel,Saturday,17,2,279.0,12672,1,120.25,0,4966,35,3,12,50,1.15
2092,TikTok,Image,Thursday,16,5,40.0,2968,1,25.34,0,3068,46,8,14,68,2.04
2093,Instagram,Carousel,Saturday,1,7,48.0,18918,0,0.0,0,11641,204,25,27,256,2.26
2094,Twitter/X,Video,Thursday,6,5,159.0,60044,0,0.0,161,13980,115,23,30,168,1.27
2095,Instagram,Video,Saturday,6,12,81.0,18197,1,56.67,97,16317,243,44,34,321,2.05
2096,LinkedIn,Carousel,Monday,9,11,82.0,32529,0,0.0,0,15148,94,12,14,120,1.03
2097,Twitter/X,Text,Saturday,21,13,105.0,44534,1,67.21,0,4457,44,3,3,50,1.46
2098,Twitter/X,Image,Saturday,20,9,34.0,52059,1,4.4,0,27810,251,53,63,367,1.37
2099,LinkedIn,Video,Wednesday,2,2,43.0,104521,1,57.03,99,43624,221,43,27,291,0.78
2100,Facebook,Image,Saturday,11,3,243.0,7714,0,0.0,0,3829,34,2,2,38,1.24
2101,TikTok,Image,Wednesday,2,0,17.0,6061,0,0.0,0,5216,54,10,6,70,1.66
2102,Twitter/X,Text,Tuesday,10,12,126.0,31628,0,0.0,0,7691,26,1,3,30,0.45
2103,Instagram,Reel/Short,Friday,11,7,,29117,0,0.0,22,11616,235,16,58,309,2.76
2104,LinkedIn,Video,Saturday,3,3,176.0,31358,0,0.0,115,7426,51,7,6,64,0.94
2105,LinkedIn,Text,Tuesday,15,5,251.0,106746,1,16.34,0,21637,78,5,22,105,0.46
2106,Facebook,Reel/Short,Sunday,19,10,251.0,13527,1,91.5,20,3188,76,14,10,100,3.06
2107,TikTok,Reel/Short,Sunday,17,2,49.0,21349,1,206.84,108,27787,547,107,89,743,2.77
2108,TikTok,Image,Wednesday,3,10,257.0,4544,0,0.0,0,3981,36,6,4,46,1.31
2109,Instagram,Reel/Short,Saturday,21,11,295.0,139923,1,167.26,18,102027,4050,342,611,5003,5.95
2110,TikTok,Video,Saturday,5,10,211.0,9226,1,10.67,107,9841,118,13,10,141,1.62
2111,Instagram,Video,Monday,20,5,11.0,9518,0,0.0,72,9039,134,16,20,170,2.1
2112,Instagram,Image,Tuesday,14,11,246.0,9123,1,48.86,0,3624,34,4,9,47,1.2
2113,Instagram,Video,Thursday,0,10,114.0,6572,0,0.0,64,4509,61,6,17,84,2.09
2114,TikTok,Image,Thursday,2,8,,5988,0,0.0,0,6727,111,18,38,167,2.51
2115,LinkedIn,Image,Monday,4,8,280.0,7509,0,0.0,0,1940,12,1,1,14,0.95
2116,Instagram,Video,Wednesday,21,9,100.0,2973,1,88.64,162,3191,134,25,24,183,5.52
2117,Facebook,Reel/Short,Thursday,16,2,298.0,5631,0,0.0,68,1043,13,3,2,18,2.06
2118,Twitter/X,Reel/Short,Thursday,13,2,193.0,113989,0,0.0,18,27015,251,38,70,359,1.35
2119,Instagram,Video,Sunday,8,3,292.0,30008,0,0.0,27,9610,109,18,39,166,1.67
2120,TikTok,Reel/Short,Sunday,2,11,158.0,36993,0,0.0,160,56426,2085,216,722,3023,6.01
2121,TikTok,Reel/Short,Friday,12,6,62.0,48772,0,0.0,126,47552,1585,168,132,1885,4.89
2122,Twitter/X,Text,Tuesday,2,2,54.0,100463,0,0.0,0,12565,61,12,9,82,0.69
2123,TikTok,Image,Wednesday,10,9,211.0,1903,0,0.0,0,1825,26,5,2,33,2.34
2124,Facebook,Carousel,Saturday,1,7,56.0,3453,0,0.0,0,869,9,0,0,9,1.61
2125,TikTok,Reel/Short,Tuesday,23,10,154.0,5518,1,99.06,176,3492,67,9,5,81,2.46
2126,LinkedIn,Carousel,Wednesday,14,7,57.0,7968,0,0.0,0,2281,18,3,2,23,1.04
2127,Twitter/X,Video,Thursday,12,5,217.0,9598,1,57.71,17,3729,47,5,7,59,1.78
2128,Instagram,Carousel,Friday,18,3,70.0,8170,0,0.0,0,7609,102,10,18,130,1.92
2129,TikTok,Carousel,Tuesday,21,10,236.0,17004,0,0.0,0,12732,231,50,46,327,2.77
2130,Facebook,Carousel,Thursday,15,11,155.0,13888,0,0.0,0,5095,79,9,20,108,1.96
2131,Instagram,Image,Wednesday,17,10,209.0,6032,0,0.0,0,5529,69,9,8,86,1.92
2132,Instagram,Video,Tuesday,6,4,259.0,1220,0,0.0,9,1369,31,3,3,37,3.33
2133,Twitter/X,Reel/Short,Saturday,12,11,141.0,4482,1,210.65,65,4322,44,10,12,66,1.71
2134,Twitter/X,Reel/Short,Tuesday,3,1,139.0,7301,1,59.02,126,5305,47,9,11,67,1.35
2135,LinkedIn,Image,Thursday,8,12,58.0,10180,0,0.0,0,3232,11,1,1,13,0.58
2136,TikTok,Reel/Short,Tuesday,9,5,69.0,3855,0,0.0,107,4624,73,5,21,99,2.13
2137,Instagram,Video,Saturday,8,2,6.0,7786,1,38.76,94,6711,95,12,15,122,2.0
2138,LinkedIn,Carousel,Friday,6,14,136.0,3850,0,0.0,0,1721,13,1,2,16,1.13
2139,Instagram,Text,Friday,14,5,36.0,11632,0,0.0,0,4520,35,3,7,45,1.19
2140,TikTok,Reel/Short,Thursday,7,11,247.0,4103,1,,121,1809,40,4,6,50,2.92
2141,TikTok,Reel/Short,Wednesday,18,4,,5251,1,66.54,102,9393,106,10,28,144,1.89
2142,Twitter/X,Video,Thursday,10,13,146.0,3166,0,0.0,166,1779,21,4,4,29,1.84
2143,LinkedIn,Reel/Short,Friday,4,1,152.0,11284,0,0.0,88,6648,52,3,7,62,1.09
2144,Facebook,Image,Monday,1,14,93.0,5150,0,0.0,0,1131,8,0,2,10,0.93
2145,Facebook,Text,Monday,9,11,53.0,36223,1,23.15,0,5765,32,3,5,40,0.87
2146,TikTok,Text,Tuesday,15,12,140.0,20877,1,7.68,0,6287,66,11,17,94,1.49
2147,Facebook,Carousel,Saturday,22,13,195.0,12371,0,0.0,0,5962,60,4,10,74,1.44
2148,Facebook,Image,Sunday,12,4,153.0,5556,1,118.6,0,1434,23,3,4,30,2.1
2149,Facebook,Reel/Short,Sunday,7,4,91.0,20303,1,100.79,106,10295,98,20,15,133,1.57
2150,TikTok,Image,Sunday,8,13,12.0,28560,1,75.52,0,12155,292,61,85,438,3.51
2151,Facebook,Image,Tuesday,10,8,227.0,15630,1,153.11,0,4086,32,6,9,47,1.24
2152,Instagram,Text,Monday,10,10,,77969,1,26.51,0,36571,235,23,21,279,1.06
2153,LinkedIn,Video,Friday,22,7,110.0,22150,0,0.0,174,11565,92,8,9,109,1.27
2154,TikTok,Reel/Short,Tuesday,15,11,287.0,36496,0,,29,11531,388,60,114,562,4.24
2155,Instagram,Video,Sunday,9,11,108.0,15474,1,40.99,45,13492,343,38,121,502,3.96
2156,Instagram,Image,Sunday,23,6,150.0,28091,0,0.0,0,6291,129,15,24,168,2.61
2157,Instagram,Reel/Short,Thursday,11,14,39.0,5561,0,0.0,7,1915,31,7,7,45,2.55
2158,Facebook,Carousel,Sunday,5,14,117.0,8068,1,,0,4970,52,8,14,74,1.35
2159,Facebook,Image,Saturday,11,11,57.0,19619,1,11.93,0,11357,163,30,17,210,1.97
2160,LinkedIn,Text,Sunday,9,12,85.0,19463,1,33.35,0,5372,29,6,8,43,0.9
2161,LinkedIn,Carousel,Thursday,17,14,108.0,23350,0,0.0,0,7143,44,6,9,59,0.87
2162,Twitter/X,Carousel,Sunday,17,13,246.0,44821,0,0.0,0,28020,310,58,92,460,1.67
2163,Facebook,Video,Saturday,3,2,35.0,2786,0,0.0,78,758,7,0,0,7,1.4
2164,TikTok,Reel/Short,Friday,8,9,196.0,4573,1,3.67,137,2915,89,19,21,129,4.46
2165,Facebook,Reel/Short,Tuesday,6,3,237.0,17197,0,0.0,90,4530,44,5,10,59,1.43
2166,TikTok,Text,Saturday,17,5,102.0,6022,1,161.19,0,4014,83,12,24,119,2.84
2167,Twitter/X,Image,Thursday,7,2,38.0,548830,1,33.17,0,114694,1107,114,272,1493,1.28
2168,Instagram,Reel/Short,Tuesday,10,10,247.0,23559,0,0.0,92,10113,271,24,92,387,4.03
2169,LinkedIn,Carousel,Tuesday,6,8,63.0,12256,1,83.01,0,4577,37,5,10,52,1.05
2170,Facebook,Carousel,Thursday,8,7,263.0,7577,1,454.74,0,1299,21,2,3,26,2.11
2171,LinkedIn,Video,Monday,7,5,21.0,7877,0,0.0,104,954,4,0,0,4,0.81
2172,Instagram,Reel/Short,Sunday,2,3,82.0,13810,0,0.0,43,5626,114,20,33,167,3.36
2173,Instagram,Text,Saturday,16,6,210.0,15111,0,0.0,0,1722,17,2,5,24,1.52
2174,TikTok,Image,Thursday,1,12,170.0,8083,0,0.0,0,7341,196,17,17,230,3.72
2175,Instagram,Video,Friday,14,14,295.0,9892,1,57.27,43,7803,152,21,37,210,2.97
2176,TikTok,Reel/Short,Wednesday,13,10,116.0,58613,1,21.92,56,42567,1394,280,156,1830,5.02
2177,Instagram,Image,Thursday,17,2,149.0,61264,0,0.0,0,22880,263,29,19,311,1.57
2178,Twitter/X,Reel/Short,Sunday,15,9,160.0,17627,0,0.0,161,13378,186,24,48,258,1.93
2179,LinkedIn,Carousel,Sunday,19,14,182.0,3055,0,0.0,0,1337,10,1,3,14,1.3
2180,Twitter/X,Carousel,Tuesday,21,7,140.0,24157,0,0.0,0,14549,172,30,37,239,1.52
